>1
1	42	0.0000	2 3 4 5
43	88	0.0444	3 4 5
89	91	0.0000	2 3 4 5
92	120	0.0000	2 3
121	159	0.0000	2 3 4
160	349	0.0000	2 3 4 5
350	454	0.0096	4
455	466	0.0000	2 3 4 5
467	615	0.0000	2 3 4
616	994	0.0000	2 3 4 5
995	1151	0.0064	3 4 5
1152	1908	0.0000	2 3 4 5
1909	2264	0.0000	2 3 4
2265	2470	0.0000	2 3 4 5
2471	2538	0.0000	2 3 4
2539	2866	0.0000	2 3 4 5
2867	2881	0.0000	2 3 4
2882	2951	0.0000	2 3 4 5
2952	3151	0.0000	2 3 4
3152	3237	0.0000	2 3 4 5
3238	3313	0.0000	2 3 4
3314	3317	0.0000	2 3 4 5
3318	3377	0.0000	2 3 4
3378	3418	0.0000	2 3 4 5
3419	3851	0.0000	2 3 4
3852	3923	0.0000	2 3 4 5
3924	4292	0.0000	2 3 4
4293	4690	0.0000	2 3 4 5
4691	4864	0.0000	2 3
4865	5054	0.0000	2 3 4 5
5055	5670	0.0000	2 3 5
5671	5809	0.0000	2 3 4 5
5810	6156	0.0145	4
6157	6627	0.0000	2 3 4 5
6628	6653	0.0000	2 3 5
6654	6692	0.0000	2 3 4 5
6693	6729	0.0000	2 3 5
6730	6741	0.0000	2 3 4 5
6742	6818	0.0000	2 3 5
6819	6869	0.0000	2 3 4 5
6870	7005	0.0148	3 4 5
7006	7086	0.0000	2 3 4 5
7087	7313	0.0000	2 3 4
7314	7680	0.0000	2 3 5
7681	7734	0.0189	3 4 5
7735	8125	0.0026	3 5
8126	8156	0.0000	2 3 4 5
8157	8182	0.0000	2 3 5
8183	8207	0.0000	2 3 4 5
8208	8331	0.0081	3 4 5
8332	8369	0.0000	2 4
8370	8437	0.0000	2 3 4 5
8438	8460	0.0455	3 4 5
8461	8508	0.0000	2 3 5
8509	8521	0.0833	3 4 5
8522	8554	0.0000	2 3 5
8555	8592	0.0270	3 5
8593	8642	0.0204	3 4 5
8643	8780	0.0000	2 3 4 5
8781	8898	0.0085	3 4
8899	9028	0.0000	2
9029	9065	0.0278	3 4 5
9066	9228	0.0185	4
9229	9269	0.0000	2 3 4 5
9270	9336	0.0000	2 3 5
9337	9349	0.0000	2 3 4 5
9350	9410	0.0000	2 3 5
9411	9459	0.0000	2
9460	9478	0.0000	2 3 4 5
9479	9524	0.0000	2 3 5
9525	9563	0.0000	2 3 4 5
9564	9697	0.0000	2 3 5
9698	9766	0.0000	2
9767	9857	0.0000	2 3 5
9858	9864	0.0000	2
9865	9865	NaN	2 3 4 5
9866	9952	0.0000	2
9953	9963	0.0000	2 3 4 5
9964	9970	0.0000	2 4
9971	9982	0.0000	2 3 4 5
9983	10000	0.0000	2
